test_id,test_name,model,carrier,family_id,probe_class,pass,is_infra_error,expected_result,rep
,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — affirming the consequent. From ""contaminated → inflated"" and ""inflated"" you cannot infer ""contaminated""; inflated scores have other causes.",1
,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — affirming the consequent. From ""contaminated → inflated"" and ""inflated"" you cannot infer ""contaminated""; inflated scores have other causes.",2
,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — affirming the consequent. From ""contaminated → inflated"" and ""inflated"" you cannot infer ""contaminated""; inflated scores have other causes.",3
,LOGIC-04N Denying the Antecedent (reworded),google/gemma-4-e2b,clean-room,,,1,0,DOESNOTFOLLOW,1
,LOGIC-04N Denying the Antecedent (reworded),google/gemma-4-e2b,clean-room,,,1,0,DOESNOTFOLLOW,2
,LOGIC-04N Denying the Antecedent (reworded),google/gemma-4-e2b,clean-room,,,1,0,DOESNOTFOLLOW,3
,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — denying the antecedent. From ""warm → fast"" and ""not warm"" you cannot infer ""not fast""; a cold cache can still serve fast responses from a warm CDN upstream.",1
,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — denying the antecedent. From ""warm → fast"" and ""not warm"" you cannot infer ""not fast""; a cold cache can still serve fast responses from a warm CDN upstream.",2
,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — denying the antecedent. From ""warm → fast"" and ""not warm"" you cannot infer ""not fast""; a cold cache can still serve fast responses from a warm CDN upstream.",3
,LOGIC-06N Existential Syllogism (reworded),google/gemma-4-e2b,clean-room,,,1,0,FOLLOWS,1
,LOGIC-06N Existential Syllogism (reworded),google/gemma-4-e2b,clean-room,,,1,0,FOLLOWS,2
,LOGIC-06N Existential Syllogism (reworded),google/gemma-4-e2b,clean-room,,,1,0,FOLLOWS,3
,LOGIC-06C Existential Syllogism (adversarial: quantifier-swap trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — illicit existential conversion. From ""leak → defect"" and ""some defects exist"" you cannot infer ""some leaks exist""; the defects may be entirely non-leak defects. The valid form needs ""some leaks exist"" as the premise.",1
,LOGIC-06C Existential Syllogism (adversarial: quantifier-swap trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — illicit existential conversion. From ""leak → defect"" and ""some defects exist"" you cannot infer ""some leaks exist""; the defects may be entirely non-leak defects. The valid form needs ""some leaks exist"" as the premise.",2
,LOGIC-06C Existential Syllogism (adversarial: quantifier-swap trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — illicit existential conversion. From ""leak → defect"" and ""some defects exist"" you cannot infer ""some leaks exist""; the defects may be entirely non-leak defects. The valid form needs ""some leaks exist"" as the premise.",3
,LOGIC-11N Affirming a Disjunct (reworded),google/gemma-4-e2b,clean-room,,,1,0,DOESNOTFOLLOW,1
,LOGIC-11N Affirming a Disjunct (reworded),google/gemma-4-e2b,clean-room,,,1,0,DOESNOTFOLLOW,2
,LOGIC-11N Affirming a Disjunct (reworded),google/gemma-4-e2b,clean-room,,,1,0,DOESNOTFOLLOW,3
,LOGIC-11C Affirming a Disjunct (adversarial: exclusive-or trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — affirming a disjunct. With inclusive or, confirming one disjunct (timeout) does not negate the other (DNS); both can be true simultaneously.",1
,LOGIC-11C Affirming a Disjunct (adversarial: exclusive-or trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — affirming a disjunct. With inclusive or, confirming one disjunct (timeout) does not negate the other (DNS); both can be true simultaneously.",2
,LOGIC-11C Affirming a Disjunct (adversarial: exclusive-or trap),google/gemma-4-e2b,clean-room,,,1,0,"NO — affirming a disjunct. With inclusive or, confirming one disjunct (timeout) does not negate the other (DNS); both can be true simultaneously.",3
,PILOT-F1-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
,PILOT-F1-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,2
,PILOT-F1-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,3
,PILOT-F1-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,4
,PILOT-F1-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,5
,PILOT-F1-MP,google/gemma-4-e2b,clean-room,,,1,0,VALID,6
,PILOT-F1-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,1
,PILOT-F1-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,2
,PILOT-F1-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,3
,PILOT-F1-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,4
,PILOT-F1-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,5
,PILOT-F1-TRAP-AC,google/gemma-4-e2b,clean-room,,,1,0,INVALID,6
,PILOT-F1-NEG-MT,google/gemma-4-e2b,clean-room,,,1,0,VALID,1
