item_id,family_id,difficulty_lever,model,carrier,admin,pass,is_infra_error
42,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
42,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
42,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
42,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
42,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
42,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
43,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
43,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
43,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
43,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
43,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
43,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
44,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
44,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
44,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
44,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
44,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
44,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
45,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
45,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
45,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
45,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
45,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
45,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
46,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
46,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
46,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
46,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
46,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
46,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
47,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
47,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
47,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
47,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
47,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
47,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
48,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
48,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
48,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
48,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
48,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
48,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
49,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
49,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
49,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
49,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
49,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
49,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
50,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
50,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
50,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
50,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
50,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
50,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
51,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
51,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
51,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
51,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
51,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
51,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
52,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
52,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
52,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
52,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
52,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
52,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
53,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
53,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
53,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
53,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
53,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
53,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
54,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
54,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
54,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
54,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
54,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
54,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
55,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
55,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
55,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
55,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
55,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
55,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
56,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
56,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
56,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
56,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
56,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
56,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
57,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,0,0
57,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
57,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
57,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
57,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
57,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
58,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
58,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
58,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
58,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
58,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
58,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
77,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
77,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
77,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
77,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
77,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
77,ANCHOR,anchor,google/gemma-4-e2b,baseline,1,1,0
92,F1,chain,google/gemma-4-e2b,baseline,1,1,0
92,F1,chain,google/gemma-4-e2b,baseline,1,1,0
92,F1,chain,google/gemma-4-e2b,baseline,1,1,0
92,F1,chain,google/gemma-4-e2b,baseline,1,1,0
92,F1,chain,google/gemma-4-e2b,baseline,1,1,0
92,F1,chain,google/gemma-4-e2b,baseline,1,1,0
93,F1,trap,google/gemma-4-e2b,baseline,1,1,0
93,F1,trap,google/gemma-4-e2b,baseline,1,1,0
93,F1,trap,google/gemma-4-e2b,baseline,1,1,0
93,F1,trap,google/gemma-4-e2b,baseline,1,1,0
93,F1,trap,google/gemma-4-e2b,baseline,1,1,0
93,F1,trap,google/gemma-4-e2b,baseline,1,1,0
94,F1,negdepth,google/gemma-4-e2b,baseline,1,1,0
94,F1,negdepth,google/gemma-4-e2b,baseline,1,1,0
94,F1,negdepth,google/gemma-4-e2b,baseline,1,1,0
94,F1,negdepth,google/gemma-4-e2b,baseline,1,1,0
94,F1,negdepth,google/gemma-4-e2b,baseline,1,1,0
94,F1,negdepth,google/gemma-4-e2b,baseline,1,1,0
95,F1,trap,google/gemma-4-e2b,baseline,1,1,0
95,F1,trap,google/gemma-4-e2b,baseline,1,1,0
95,F1,trap,google/gemma-4-e2b,baseline,1,1,0
95,F1,trap,google/gemma-4-e2b,baseline,1,1,0
95,F1,trap,google/gemma-4-e2b,baseline,1,1,0
95,F1,trap,google/gemma-4-e2b,baseline,1,1,0
96,F1,chain,google/gemma-4-e2b,baseline,1,1,0
96,F1,chain,google/gemma-4-e2b,baseline,1,1,0
96,F1,chain,google/gemma-4-e2b,baseline,1,1,0
96,F1,chain,google/gemma-4-e2b,baseline,1,1,0
96,F1,chain,google/gemma-4-e2b,baseline,1,1,0
96,F1,chain,google/gemma-4-e2b,baseline,1,1,0
97,F1,trap,google/gemma-4-e2b,baseline,1,1,0
97,F1,trap,google/gemma-4-e2b,baseline,1,1,0
97,F1,trap,google/gemma-4-e2b,baseline,1,1,0
97,F1,trap,google/gemma-4-e2b,baseline,1,1,0
97,F1,trap,google/gemma-4-e2b,baseline,1,1,0
97,F1,trap,google/gemma-4-e2b,baseline,1,1,0
98,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
98,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
98,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
98,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
98,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
98,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
99,F2,trap,google/gemma-4-e2b,baseline,1,1,0
99,F2,trap,google/gemma-4-e2b,baseline,1,1,0
99,F2,trap,google/gemma-4-e2b,baseline,1,1,0
99,F2,trap,google/gemma-4-e2b,baseline,1,1,0
99,F2,trap,google/gemma-4-e2b,baseline,1,1,0
99,F2,trap,google/gemma-4-e2b,baseline,1,1,0
100,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
100,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
100,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
100,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
100,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
100,F2,negdepth,google/gemma-4-e2b,baseline,1,1,0
101,F2,chain,google/gemma-4-e2b,baseline,1,1,0
101,F2,chain,google/gemma-4-e2b,baseline,1,1,0
101,F2,chain,google/gemma-4-e2b,baseline,1,1,0
101,F2,chain,google/gemma-4-e2b,baseline,1,1,0
101,F2,chain,google/gemma-4-e2b,baseline,1,1,0
101,F2,chain,google/gemma-4-e2b,baseline,1,1,0
102,F2,trap,google/gemma-4-e2b,baseline,1,1,0
102,F2,trap,google/gemma-4-e2b,baseline,1,1,0
102,F2,trap,google/gemma-4-e2b,baseline,1,1,0
102,F2,trap,google/gemma-4-e2b,baseline,1,1,0
102,F2,trap,google/gemma-4-e2b,baseline,1,1,0
102,F2,trap,google/gemma-4-e2b,baseline,1,1,0
103,F3,chain,google/gemma-4-e2b,baseline,1,1,0
103,F3,chain,google/gemma-4-e2b,baseline,1,1,0
103,F3,chain,google/gemma-4-e2b,baseline,1,1,0
103,F3,chain,google/gemma-4-e2b,baseline,1,1,0
103,F3,chain,google/gemma-4-e2b,baseline,1,1,0
103,F3,chain,google/gemma-4-e2b,baseline,1,1,0
104,F3,trap,google/gemma-4-e2b,baseline,1,1,0
104,F3,trap,google/gemma-4-e2b,baseline,1,1,0
104,F3,trap,google/gemma-4-e2b,baseline,1,1,0
104,F3,trap,google/gemma-4-e2b,baseline,1,1,0
104,F3,trap,google/gemma-4-e2b,baseline,1,1,0
104,F3,trap,google/gemma-4-e2b,baseline,1,1,0
105,F3,negdepth,google/gemma-4-e2b,baseline,1,1,0
105,F3,negdepth,google/gemma-4-e2b,baseline,1,1,0
105,F3,negdepth,google/gemma-4-e2b,baseline,1,1,0
105,F3,negdepth,google/gemma-4-e2b,baseline,1,1,0
105,F3,negdepth,google/gemma-4-e2b,baseline,1,1,0
105,F3,negdepth,google/gemma-4-e2b,baseline,1,1,0
106,F3,trap,google/gemma-4-e2b,baseline,1,1,0
106,F3,trap,google/gemma-4-e2b,baseline,1,1,0
106,F3,trap,google/gemma-4-e2b,baseline,1,1,0
106,F3,trap,google/gemma-4-e2b,baseline,1,1,0
106,F3,trap,google/gemma-4-e2b,baseline,1,1,0
106,F3,trap,google/gemma-4-e2b,baseline,1,1,0
107,F3,chain,google/gemma-4-e2b,baseline,1,1,0
107,F3,chain,google/gemma-4-e2b,baseline,1,1,0
107,F3,chain,google/gemma-4-e2b,baseline,1,1,0
107,F3,chain,google/gemma-4-e2b,baseline,1,1,0
107,F3,chain,google/gemma-4-e2b,baseline,1,1,0
107,F3,chain,google/gemma-4-e2b,baseline,1,1,0
108,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
108,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
108,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
108,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
108,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
108,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
109,F4,trap,google/gemma-4-e2b,baseline,1,1,0
109,F4,trap,google/gemma-4-e2b,baseline,1,1,0
109,F4,trap,google/gemma-4-e2b,baseline,1,1,0
109,F4,trap,google/gemma-4-e2b,baseline,1,1,0
109,F4,trap,google/gemma-4-e2b,baseline,1,1,0
109,F4,trap,google/gemma-4-e2b,baseline,1,1,0
110,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
110,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
110,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
110,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
110,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
110,F4,negdepth,google/gemma-4-e2b,baseline,1,1,0
111,F4,trap,google/gemma-4-e2b,baseline,1,1,0
111,F4,trap,google/gemma-4-e2b,baseline,1,1,0
111,F4,trap,google/gemma-4-e2b,baseline,1,1,0
111,F4,trap,google/gemma-4-e2b,baseline,1,1,0
111,F4,trap,google/gemma-4-e2b,baseline,1,1,0
111,F4,trap,google/gemma-4-e2b,baseline,1,1,0
112,F4,chain,google/gemma-4-e2b,baseline,1,1,0
112,F4,chain,google/gemma-4-e2b,baseline,1,1,0
112,F4,chain,google/gemma-4-e2b,baseline,1,1,0
112,F4,chain,google/gemma-4-e2b,baseline,1,1,0
112,F4,chain,google/gemma-4-e2b,baseline,1,1,0
112,F4,chain,google/gemma-4-e2b,baseline,1,1,0
113,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
113,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
113,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
113,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
113,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
113,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
114,F5,chain,google/gemma-4-e2b,baseline,1,1,0
114,F5,chain,google/gemma-4-e2b,baseline,1,1,0
114,F5,chain,google/gemma-4-e2b,baseline,1,1,0
114,F5,chain,google/gemma-4-e2b,baseline,1,1,0
114,F5,chain,google/gemma-4-e2b,baseline,1,1,0
114,F5,chain,google/gemma-4-e2b,baseline,1,1,0
115,F5,trap,google/gemma-4-e2b,baseline,1,1,0
115,F5,trap,google/gemma-4-e2b,baseline,1,1,0
115,F5,trap,google/gemma-4-e2b,baseline,1,1,0
115,F5,trap,google/gemma-4-e2b,baseline,1,1,0
115,F5,trap,google/gemma-4-e2b,baseline,1,1,0
115,F5,trap,google/gemma-4-e2b,baseline,1,1,0
116,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
116,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
116,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
116,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
116,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
116,F5,negdepth,google/gemma-4-e2b,baseline,1,1,0
117,F5,trap,google/gemma-4-e2b,baseline,1,1,0
117,F5,trap,google/gemma-4-e2b,baseline,1,1,0
117,F5,trap,google/gemma-4-e2b,baseline,1,1,0
117,F5,trap,google/gemma-4-e2b,baseline,1,1,0
117,F5,trap,google/gemma-4-e2b,baseline,1,1,0
117,F5,trap,google/gemma-4-e2b,baseline,1,1,0
118,F5,chain,google/gemma-4-e2b,baseline,1,1,0
118,F5,chain,google/gemma-4-e2b,baseline,1,1,0
118,F5,chain,google/gemma-4-e2b,baseline,1,1,0
118,F5,chain,google/gemma-4-e2b,baseline,1,1,0
118,F5,chain,google/gemma-4-e2b,baseline,1,1,0
118,F5,chain,google/gemma-4-e2b,baseline,1,1,0
119,F6,chain,google/gemma-4-e2b,baseline,1,1,0
119,F6,chain,google/gemma-4-e2b,baseline,1,1,0
119,F6,chain,google/gemma-4-e2b,baseline,1,1,0
119,F6,chain,google/gemma-4-e2b,baseline,1,1,0
119,F6,chain,google/gemma-4-e2b,baseline,1,1,0
119,F6,chain,google/gemma-4-e2b,baseline,1,1,0
120,F6,trap,google/gemma-4-e2b,baseline,1,1,0
120,F6,trap,google/gemma-4-e2b,baseline,1,1,0
120,F6,trap,google/gemma-4-e2b,baseline,1,1,0
120,F6,trap,google/gemma-4-e2b,baseline,1,1,0
120,F6,trap,google/gemma-4-e2b,baseline,1,1,0
120,F6,trap,google/gemma-4-e2b,baseline,1,1,0
121,F6,chain,google/gemma-4-e2b,baseline,1,1,0
121,F6,chain,google/gemma-4-e2b,baseline,1,1,0
121,F6,chain,google/gemma-4-e2b,baseline,1,1,0
121,F6,chain,google/gemma-4-e2b,baseline,1,1,0
121,F6,chain,google/gemma-4-e2b,baseline,1,1,0
121,F6,chain,google/gemma-4-e2b,baseline,1,1,0
122,F6,trap,google/gemma-4-e2b,baseline,1,1,0
122,F6,trap,google/gemma-4-e2b,baseline,1,1,0
122,F6,trap,google/gemma-4-e2b,baseline,1,1,0
122,F6,trap,google/gemma-4-e2b,baseline,1,1,0
122,F6,trap,google/gemma-4-e2b,baseline,1,1,0
122,F6,trap,google/gemma-4-e2b,baseline,1,1,0
123,F6,negdepth,google/gemma-4-e2b,baseline,1,1,0
123,F6,negdepth,google/gemma-4-e2b,baseline,1,1,0
123,F6,negdepth,google/gemma-4-e2b,baseline,1,1,0
123,F6,negdepth,google/gemma-4-e2b,baseline,1,1,0
123,F6,negdepth,google/gemma-4-e2b,baseline,1,1,0
123,F6,negdepth,google/gemma-4-e2b,baseline,1,1,0
124,F4,trap,google/gemma-4-e2b,baseline,1,1,0
124,F4,trap,google/gemma-4-e2b,baseline,1,1,0
124,F4,trap,google/gemma-4-e2b,baseline,1,1,0
124,F4,trap,google/gemma-4-e2b,baseline,1,1,0
124,F4,trap,google/gemma-4-e2b,baseline,1,1,0
124,F4,trap,google/gemma-4-e2b,baseline,1,1,0
125,F6,trap,google/gemma-4-e2b,baseline,1,1,0
125,F6,trap,google/gemma-4-e2b,baseline,1,1,0
125,F6,trap,google/gemma-4-e2b,baseline,1,1,0
125,F6,trap,google/gemma-4-e2b,baseline,1,1,0
125,F6,trap,google/gemma-4-e2b,baseline,1,1,0
125,F6,trap,google/gemma-4-e2b,baseline,1,1,0
26,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
26,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
26,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
26,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
26,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
26,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
27,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
27,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
27,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
27,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
27,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
27,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
28,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
28,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
28,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
28,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
28,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
28,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
29,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
29,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
29,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
29,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
29,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
29,ANCHOR,anchor,google/gemma-4-e2b,lean,1,0,0
30,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
30,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
30,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
30,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
30,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
30,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
31,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
31,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
31,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
31,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
31,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
31,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
32,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
32,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
32,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
32,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
32,ANCHOR,anchor,google/gemma-4-e2b,lean,1,1,0
