item_id,probe_class,model,carrier,pass,is_infra_error
139,defeasible,google/gemma-4-e2b,baseline,0,0
139,defeasible,google/gemma-4-e2b,baseline,0,0
139,defeasible,google/gemma-4-e2b,baseline,0,0
140,defeasible,google/gemma-4-e2b,baseline,0,0
140,defeasible,google/gemma-4-e2b,baseline,0,0
140,defeasible,google/gemma-4-e2b,baseline,0,0
141,defeasible,google/gemma-4-e2b,baseline,1,0
141,defeasible,google/gemma-4-e2b,baseline,1,0
141,defeasible,google/gemma-4-e2b,baseline,1,0
142,defeasible,google/gemma-4-e2b,baseline,1,0
142,defeasible,google/gemma-4-e2b,baseline,1,0
142,defeasible,google/gemma-4-e2b,baseline,1,0
143,defeasible,google/gemma-4-e2b,baseline,0,0
143,defeasible,google/gemma-4-e2b,baseline,0,0
143,defeasible,google/gemma-4-e2b,baseline,0,0
144,defeasible,google/gemma-4-e2b,baseline,1,0
144,defeasible,google/gemma-4-e2b,baseline,1,0
144,defeasible,google/gemma-4-e2b,baseline,1,0
145,defeasible,google/gemma-4-e2b,baseline,1,0
145,defeasible,google/gemma-4-e2b,baseline,1,0
145,defeasible,google/gemma-4-e2b,baseline,1,0
146,quant-scope,google/gemma-4-e2b,baseline,1,0
146,quant-scope,google/gemma-4-e2b,baseline,1,0
146,quant-scope,google/gemma-4-e2b,baseline,1,0
147,quant-scope,google/gemma-4-e2b,baseline,1,0
147,quant-scope,google/gemma-4-e2b,baseline,1,0
147,quant-scope,google/gemma-4-e2b,baseline,1,0
148,quant-scope,google/gemma-4-e2b,baseline,1,0
148,quant-scope,google/gemma-4-e2b,baseline,1,0
148,quant-scope,google/gemma-4-e2b,baseline,1,0
149,quant-scope,google/gemma-4-e2b,baseline,0,0
149,quant-scope,google/gemma-4-e2b,baseline,0,0
149,quant-scope,google/gemma-4-e2b,baseline,0,0
150,quant-scope,google/gemma-4-e2b,baseline,0,0
150,quant-scope,google/gemma-4-e2b,baseline,0,0
150,quant-scope,google/gemma-4-e2b,baseline,0,0
151,quant-scope,google/gemma-4-e2b,baseline,1,0
151,quant-scope,google/gemma-4-e2b,baseline,1,0
151,quant-scope,google/gemma-4-e2b,baseline,1,0
152,quant-scope,google/gemma-4-e2b,baseline,0,0
152,quant-scope,google/gemma-4-e2b,baseline,1,0
152,quant-scope,google/gemma-4-e2b,baseline,1,0
153,quant-scope,google/gemma-4-e2b,baseline,1,0
153,quant-scope,google/gemma-4-e2b,baseline,1,0
153,quant-scope,google/gemma-4-e2b,baseline,1,0
154,quant-scope,google/gemma-4-e2b,baseline,0,0
154,quant-scope,google/gemma-4-e2b,baseline,0,0
154,quant-scope,google/gemma-4-e2b,baseline,0,0
155,quant-scope,google/gemma-4-e2b,baseline,0,0
155,quant-scope,google/gemma-4-e2b,baseline,0,0
155,quant-scope,google/gemma-4-e2b,baseline,0,0
156,distractor,google/gemma-4-e2b,baseline,1,0
156,distractor,google/gemma-4-e2b,baseline,1,0
156,distractor,google/gemma-4-e2b,baseline,1,0
157,distractor,google/gemma-4-e2b,baseline,1,0
157,distractor,google/gemma-4-e2b,baseline,1,0
157,distractor,google/gemma-4-e2b,baseline,1,0
158,distractor,google/gemma-4-e2b,baseline,1,0
158,distractor,google/gemma-4-e2b,baseline,1,0
158,distractor,google/gemma-4-e2b,baseline,1,0
159,distractor,google/gemma-4-e2b,baseline,1,0
159,distractor,google/gemma-4-e2b,baseline,1,0
159,distractor,google/gemma-4-e2b,baseline,1,0
160,distractor,google/gemma-4-e2b,baseline,1,0
160,distractor,google/gemma-4-e2b,baseline,1,0
160,distractor,google/gemma-4-e2b,baseline,1,0
161,distractor,google/gemma-4-e2b,baseline,1,0
161,distractor,google/gemma-4-e2b,baseline,1,0
161,distractor,google/gemma-4-e2b,baseline,1,0
162,distractor,google/gemma-4-e2b,baseline,1,0
162,distractor,google/gemma-4-e2b,baseline,1,0
162,distractor,google/gemma-4-e2b,baseline,1,0
163,distractor,google/gemma-4-e2b,baseline,1,0
163,distractor,google/gemma-4-e2b,baseline,1,0
163,distractor,google/gemma-4-e2b,baseline,1,0
164,distractor,google/gemma-4-e2b,baseline,1,0
164,distractor,google/gemma-4-e2b,baseline,1,0
164,distractor,google/gemma-4-e2b,baseline,1,0
165,distractor,google/gemma-4-e2b,baseline,0,0
165,distractor,google/gemma-4-e2b,baseline,0,0
165,distractor,google/gemma-4-e2b,baseline,0,0
126,sound-arg,google/gemma-4-e2b,lean,0,0
126,sound-arg,google/gemma-4-e2b,lean,1,0
126,sound-arg,google/gemma-4-e2b,lean,1,0
127,sound-arg,google/gemma-4-e2b,lean,0,0
127,sound-arg,google/gemma-4-e2b,lean,0,0
127,sound-arg,google/gemma-4-e2b,lean,0,0
128,sound-arg,google/gemma-4-e2b,lean,0,0
128,sound-arg,google/gemma-4-e2b,lean,0,0
128,sound-arg,google/gemma-4-e2b,lean,0,0
129,sound-arg,google/gemma-4-e2b,lean,1,0
129,sound-arg,google/gemma-4-e2b,lean,1,0
129,sound-arg,google/gemma-4-e2b,lean,1,0
130,sound-arg,google/gemma-4-e2b,lean,1,0
130,sound-arg,google/gemma-4-e2b,lean,1,0
130,sound-arg,google/gemma-4-e2b,lean,1,0
131,sound-arg,google/gemma-4-e2b,lean,1,0
131,sound-arg,google/gemma-4-e2b,lean,1,0
131,sound-arg,google/gemma-4-e2b,lean,1,0
132,sound-arg,google/gemma-4-e2b,lean,1,0
132,sound-arg,google/gemma-4-e2b,lean,1,0
132,sound-arg,google/gemma-4-e2b,lean,1,0
133,sound-arg,google/gemma-4-e2b,lean,1,0
133,sound-arg,google/gemma-4-e2b,lean,1,0
133,sound-arg,google/gemma-4-e2b,lean,1,0
134,sound-arg,google/gemma-4-e2b,lean,1,0
134,sound-arg,google/gemma-4-e2b,lean,1,0
134,sound-arg,google/gemma-4-e2b,lean,1,0
135,sound-arg,google/gemma-4-e2b,lean,1,0
135,sound-arg,google/gemma-4-e2b,lean,1,0
135,sound-arg,google/gemma-4-e2b,lean,1,0
136,defeasible,google/gemma-4-e2b,lean,1,0
136,defeasible,google/gemma-4-e2b,lean,1,0
136,defeasible,google/gemma-4-e2b,lean,1,0
137,defeasible,google/gemma-4-e2b,lean,1,0
137,defeasible,google/gemma-4-e2b,lean,1,0
137,defeasible,google/gemma-4-e2b,lean,1,0
138,defeasible,google/gemma-4-e2b,lean,1,0
138,defeasible,google/gemma-4-e2b,lean,1,0
138,defeasible,google/gemma-4-e2b,lean,1,0
139,defeasible,google/gemma-4-e2b,lean,0,0
139,defeasible,google/gemma-4-e2b,lean,0,0
139,defeasible,google/gemma-4-e2b,lean,0,0
140,defeasible,google/gemma-4-e2b,lean,1,0
140,defeasible,google/gemma-4-e2b,lean,1,0
140,defeasible,google/gemma-4-e2b,lean,1,0
141,defeasible,google/gemma-4-e2b,lean,1,0
141,defeasible,google/gemma-4-e2b,lean,1,0
141,defeasible,google/gemma-4-e2b,lean,1,0
142,defeasible,google/gemma-4-e2b,lean,1,0
142,defeasible,google/gemma-4-e2b,lean,1,0
142,defeasible,google/gemma-4-e2b,lean,1,0
143,defeasible,google/gemma-4-e2b,lean,1,0
143,defeasible,google/gemma-4-e2b,lean,1,0
143,defeasible,google/gemma-4-e2b,lean,1,0
144,defeasible,google/gemma-4-e2b,lean,0,0
144,defeasible,google/gemma-4-e2b,lean,0,0
144,defeasible,google/gemma-4-e2b,lean,0,0
145,defeasible,google/gemma-4-e2b,lean,1,0
145,defeasible,google/gemma-4-e2b,lean,1,0
145,defeasible,google/gemma-4-e2b,lean,1,0
146,quant-scope,google/gemma-4-e2b,lean,1,0
146,quant-scope,google/gemma-4-e2b,lean,1,0
146,quant-scope,google/gemma-4-e2b,lean,1,0
147,quant-scope,google/gemma-4-e2b,lean,0,0
147,quant-scope,google/gemma-4-e2b,lean,0,0
147,quant-scope,google/gemma-4-e2b,lean,0,0
148,quant-scope,google/gemma-4-e2b,lean,1,0
148,quant-scope,google/gemma-4-e2b,lean,1,0
148,quant-scope,google/gemma-4-e2b,lean,1,0
149,quant-scope,google/gemma-4-e2b,lean,0,0
149,quant-scope,google/gemma-4-e2b,lean,0,0
149,quant-scope,google/gemma-4-e2b,lean,0,0
150,quant-scope,google/gemma-4-e2b,lean,0,0
150,quant-scope,google/gemma-4-e2b,lean,0,0
150,quant-scope,google/gemma-4-e2b,lean,0,0
151,quant-scope,google/gemma-4-e2b,lean,1,0
151,quant-scope,google/gemma-4-e2b,lean,1,0
151,quant-scope,google/gemma-4-e2b,lean,1,0
152,quant-scope,google/gemma-4-e2b,lean,1,0
152,quant-scope,google/gemma-4-e2b,lean,1,0
152,quant-scope,google/gemma-4-e2b,lean,1,0
153,quant-scope,google/gemma-4-e2b,lean,1,0
153,quant-scope,google/gemma-4-e2b,lean,1,0
153,quant-scope,google/gemma-4-e2b,lean,1,0
154,quant-scope,google/gemma-4-e2b,lean,0,0
154,quant-scope,google/gemma-4-e2b,lean,0,0
154,quant-scope,google/gemma-4-e2b,lean,0,0
155,quant-scope,google/gemma-4-e2b,lean,0,0
155,quant-scope,google/gemma-4-e2b,lean,0,0
155,quant-scope,google/gemma-4-e2b,lean,0,0
156,distractor,google/gemma-4-e2b,lean,1,0
156,distractor,google/gemma-4-e2b,lean,1,0
156,distractor,google/gemma-4-e2b,lean,1,0
157,distractor,google/gemma-4-e2b,lean,1,0
157,distractor,google/gemma-4-e2b,lean,1,0
157,distractor,google/gemma-4-e2b,lean,1,0
158,distractor,google/gemma-4-e2b,lean,1,0
158,distractor,google/gemma-4-e2b,lean,1,0
158,distractor,google/gemma-4-e2b,lean,1,0
159,distractor,google/gemma-4-e2b,lean,1,0
159,distractor,google/gemma-4-e2b,lean,1,0
159,distractor,google/gemma-4-e2b,lean,1,0
160,distractor,google/gemma-4-e2b,lean,1,0
160,distractor,google/gemma-4-e2b,lean,1,0
160,distractor,google/gemma-4-e2b,lean,1,0
161,distractor,google/gemma-4-e2b,lean,1,0
161,distractor,google/gemma-4-e2b,lean,1,0
161,distractor,google/gemma-4-e2b,lean,1,0
162,distractor,google/gemma-4-e2b,lean,1,0
162,distractor,google/gemma-4-e2b,lean,1,0
162,distractor,google/gemma-4-e2b,lean,1,0
163,distractor,google/gemma-4-e2b,lean,1,0
163,distractor,google/gemma-4-e2b,lean,1,0
163,distractor,google/gemma-4-e2b,lean,1,0
164,distractor,google/gemma-4-e2b,lean,0,0
164,distractor,google/gemma-4-e2b,lean,0,0
164,distractor,google/gemma-4-e2b,lean,0,0
165,distractor,google/gemma-4-e2b,lean,0,0
165,distractor,google/gemma-4-e2b,lean,0,0
165,distractor,google/gemma-4-e2b,lean,0,0
126,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
126,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
126,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
127,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
127,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
127,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
128,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
128,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
128,sound-arg,nvidia/nemotron-3-nano-omni,baseline,0,0
129,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
129,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
129,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
130,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
130,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
130,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
131,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
131,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
131,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
132,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
132,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
132,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
133,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
133,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
133,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
134,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
134,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
134,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
135,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
135,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
135,sound-arg,nvidia/nemotron-3-nano-omni,baseline,1,0
136,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
136,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
136,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
137,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
137,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
137,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
138,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
138,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
138,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
139,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
139,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
139,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
140,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
140,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
140,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
141,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
141,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
141,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
142,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
142,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
142,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
143,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
143,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
143,defeasible,nvidia/nemotron-3-nano-omni,baseline,0,0
144,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
144,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
144,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
145,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
145,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
145,defeasible,nvidia/nemotron-3-nano-omni,baseline,1,0
146,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
146,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
146,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
147,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
147,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
147,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
148,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
148,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
148,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
149,quant-scope,nvidia/nemotron-3-nano-omni,baseline,0,0
149,quant-scope,nvidia/nemotron-3-nano-omni,baseline,0,0
149,quant-scope,nvidia/nemotron-3-nano-omni,baseline,0,0
150,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
150,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
150,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
151,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
151,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
151,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
152,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
152,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
152,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
153,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
153,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
153,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
154,quant-scope,nvidia/nemotron-3-nano-omni,baseline,0,0
154,quant-scope,nvidia/nemotron-3-nano-omni,baseline,0,0
154,quant-scope,nvidia/nemotron-3-nano-omni,baseline,0,0
155,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
155,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
155,quant-scope,nvidia/nemotron-3-nano-omni,baseline,1,0
156,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
156,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
156,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
157,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
157,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
157,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
158,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
158,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
158,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
159,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
159,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
159,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
160,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
160,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
160,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
161,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
161,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
161,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
162,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
162,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
162,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
163,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
163,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
163,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
164,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
164,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
164,distractor,nvidia/nemotron-3-nano-omni,baseline,1,0
165,distractor,nvidia/nemotron-3-nano-omni,baseline,0,0
165,distractor,nvidia/nemotron-3-nano-omni,baseline,0,0
165,distractor,nvidia/nemotron-3-nano-omni,baseline,0,0
126,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
126,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
126,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
127,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
127,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
127,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
128,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
128,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
128,sound-arg,nvidia/nemotron-3-nano-omni,lean,0,0
129,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
129,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
129,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
130,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
130,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
130,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
131,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
131,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
131,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
132,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
132,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
132,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
133,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
133,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
133,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
134,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
134,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
134,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
135,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
135,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
135,sound-arg,nvidia/nemotron-3-nano-omni,lean,1,0
136,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
136,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
136,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
137,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
137,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
137,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
138,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
138,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
138,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
139,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
139,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
139,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
140,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
140,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
140,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
141,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
141,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
141,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
142,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
142,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
142,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
143,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
143,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
143,defeasible,nvidia/nemotron-3-nano-omni,lean,0,0
144,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
144,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
144,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
145,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
145,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
145,defeasible,nvidia/nemotron-3-nano-omni,lean,1,0
146,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
146,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
146,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
147,quant-scope,nvidia/nemotron-3-nano-omni,lean,0,0
147,quant-scope,nvidia/nemotron-3-nano-omni,lean,0,0
147,quant-scope,nvidia/nemotron-3-nano-omni,lean,0,0
148,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
148,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
148,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
149,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
149,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
149,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
150,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
150,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
150,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
151,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
151,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
151,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
152,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
152,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
152,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
153,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
153,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
153,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
154,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
154,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
154,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
155,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
155,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
155,quant-scope,nvidia/nemotron-3-nano-omni,lean,1,0
156,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
156,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
156,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
157,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
157,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
157,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
158,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
158,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
158,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
159,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
159,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
159,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
160,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
160,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
160,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
161,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
161,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
161,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
162,distractor,nvidia/nemotron-3-nano-omni,lean,1,0
