item_id,family_id,probe_class,model,carrier,rep,pass,expected_result,is_infra_error,prompt_len
206,QS-FA04,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,150
207,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,269
207,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
207,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
207,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
207,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
207,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,269
208,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
208,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
208,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
208,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
208,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
208,QS-FA05,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
209,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
209,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
209,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
209,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
209,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
209,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
210,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
210,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
210,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
210,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
210,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
210,QS-FA06,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
211,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,264
211,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,264
211,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,264
211,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,264
211,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,264
211,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,264
212,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
212,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
212,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
212,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
212,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
212,QS-FA07,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
213,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
213,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
213,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
213,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
213,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
213,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,266
214,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
214,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
214,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
214,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
214,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
214,QS-FA08,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
215,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
215,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
215,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
215,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
215,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
215,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
216,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,139
216,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,139
216,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,139
216,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,139
216,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,139
216,QS-FA09,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,139
217,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,274
217,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
217,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
217,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
217,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
217,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,274
218,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
218,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
218,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
218,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
218,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
218,QS-FA10,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
219,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
219,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
219,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
219,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
219,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
219,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
220,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
220,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
220,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
220,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
220,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
220,QS-FA11,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
221,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
221,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
221,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
221,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
221,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
221,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
222,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
222,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
222,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
222,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
222,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
222,QS-FA12,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
223,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,285
223,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,285
223,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,285
223,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,285
223,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,285
223,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,285
224,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,154
224,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,154
224,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,154
224,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,154
224,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,154
224,QS-FA13,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,154
225,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,262
225,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,262
225,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,262
225,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,262
225,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,262
225,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,262
226,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
226,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
226,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
226,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
226,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
226,QS-FA14,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,141
227,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
227,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,268
227,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
227,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
227,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
227,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,268
228,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
228,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
228,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
228,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
228,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
228,QS-FA15,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,143
229,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
229,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
229,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
229,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
229,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
229,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
230,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
230,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
230,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
230,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
230,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
230,QS-FA16,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
231,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,277
231,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,277
231,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,277
231,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,277
231,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,277
231,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,277
232,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
232,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
232,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
232,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
232,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
232,QS-FA17,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
233,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,272
233,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
233,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
233,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
233,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
233,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,272
234,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
234,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
234,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
234,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
234,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
234,QS-FA18,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
235,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,275
235,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
235,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
235,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
235,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
235,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,275
236,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
236,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
236,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
236,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
236,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
236,QS-FA19,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
237,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,265
237,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,265
237,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,265
237,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,265
237,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,265
237,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,265
238,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,140
238,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,140
238,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,140
238,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,140
238,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,140
238,QS-FA20,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,140
239,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,273
239,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
239,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
239,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
239,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
239,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,273
240,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
240,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
240,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
240,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
240,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
240,QS-FA21,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
241,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
241,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
241,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
241,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
241,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
241,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,279
242,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
242,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
242,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
242,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
242,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
242,QS-FA22,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,148
243,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,276
243,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
243,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
243,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
243,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
243,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,276
244,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
244,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
244,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
244,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
244,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
244,QS-FA23,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,147
245,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,259
245,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,259
245,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,259
245,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,259
245,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,259
245,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,259
246,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
246,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
246,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
246,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
246,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
246,QS-FA24,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,138
247,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
247,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
247,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
247,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
247,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
247,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
248,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
248,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
248,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
248,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
248,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
248,QS-FA25,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,144
249,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
249,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
249,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
249,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
249,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
249,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,270
250,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
250,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
250,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
250,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
250,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
250,QS-FA26,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,145
251,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
251,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,0,TRUE,0,271
251,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
251,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
251,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
251,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,TRUE,0,271
252,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
252,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
252,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
252,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
252,QS-FA27,quant-scope,google/gemma-4-e2b,baseline,,1,FALSE,0,146
